year,mo,dy,flow_cfs
1971,8,12,0
1971,8,13,0
1971,8,14,0
1971,8,15,0
1971,8,16,0
1971,8,17,0
1971,8,18,0
1971,8,19,0
1971,8,20,0
1971,8,21,0.36
1971,8,22,0.27
1971,8,23,0.2
1971,8,24,0.15
1971,8,25,0.12
1971,8,26,0.09
1971,8,27,0.81
1971,8,28,0.61
1971,8,29,0.95
1971,8,30,0.72
1971,8,31,5.11
1971,9,1,6.3
1971,9,2,6.93
1971,9,3,7.4
1971,9,4,5.59
1971,9,5,4.24
1971,9,6,5.86
1971,9,7,4.43
1971,9,8,3.36
1971,9,9,2.56
1971,9,10,3.3
1971,9,11,2.49
1971,9,12,2.64
1971,9,13,2
1971,9,14,1.52
1971,9,15,1.16
1971,9,16,0.88
1971,9,17,1.01
1971,9,18,1.75
1971,9,19,1.32
1971,9,20,3.63
1971,9,21,5.28
1971,9,22,5.23
1971,9,23,4.68
1971,9,24,4.7
1971,9,25,9.68
1971,9,26,16.14
1971,9,27,23.22
1971,9,28,29.41
1971,9,29,46.7
1971,9,30,96.55
1971,10,1,141.12
1971,10,2,169.91
1971,10,3,180.82
1971,10,4,180.34
1971,10,5,172.97
1971,10,6,161.53
1971,10,7,149.36
1971,10,8,136.69
1971,10,9,123.24
1971,10,10,110.56
1971,10,11,100.1
1971,10,12,89.59
1971,10,13,80.63
1971,10,14,73.2
1971,10,15,69.24
1971,10,16,66.39
1971,10,17,63.71
1971,10,18,60.78
1971,10,19,57.57
1971,10,20,56.34
1971,10,21,54.75
1971,10,22,53.04
1971,10,23,52.47
1971,10,24,52.74
1971,10,25,52.56
1971,10,26,52.37
1971,10,27,52.31
1971,10,28,52.09
1971,10,29,51.77
1971,10,30,51.53
1971,10,31,51.19
1971,11,1,50.48
1971,11,2,49.47
1971,11,3,48.33
1971,11,4,47.81
1971,11,5,47.52
1971,11,6,47.01
1971,11,7,46.75
1971,11,8,46.48
1971,11,9,46.22
1971,11,10,46.44
1971,11,11,46.44
1971,11,12,46.82
1971,11,13,47.42
1971,11,14,47.87
1971,11,15,47.97
1971,11,16,47.6
1971,11,17,47.11
1971,11,18,47.33
1971,11,19,46.73
1971,11,20,46.03
1971,11,21,45.59
1971,11,22,45.44
1971,11,23,45.31
1971,11,24,45.84
1971,11,25,46.5
1971,11,26,46.94
1971,11,27,47.74
1971,11,28,51.5
1971,11,29,68.48
1971,11,30,86.65
1971,12,1,97.46
1971,12,2,101.68
1971,12,3,101.75
1971,12,4,99.3
1971,12,5,95.44
1971,12,6,90.89
1971,12,7,86.18
1971,12,8,81.57
1971,12,9,77.19
1971,12,10,73.25
1971,12,11,69.75
1971,12,12,66.58
1971,12,13,63.78
1971,12,14,61.3
1971,12,15,59.2
1971,12,16,57.25
1971,12,17,55.5
1971,12,18,53.8
1971,12,19,52.56
1971,12,20,51.39
1971,12,21,50.28
1971,12,22,49.57
1971,12,23,48.98
1971,12,24,48.25
1971,12,25,47.94
1971,12,26,47.49
1971,12,27,47.09
1971,12,28,46.83
1971,12,29,46.49
1971,12,30,45.82
1971,12,31,45.15
1972,1,1,44.72
1972,1,2,44.41
1972,1,3,44.19
1972,1,4,44.27
1972,1,5,43.67
1972,1,6,43
1972,1,7,42.34
1972,1,8,41.81
1972,1,9,41.91
1972,1,10,41.84
1972,1,11,42.01
1972,1,12,42.38
1972,1,13,41.86
1972,1,14,41.55
1972,1,15,40.75
1972,1,16,39.84
1972,1,17,39.97
1972,1,18,40.57
1972,1,19,41.76
1972,1,20,49.01
1972,1,21,86.42
1972,1,22,198.39
1972,1,23,330.15
1972,1,24,403.03
1972,1,25,432.5
1972,1,26,431.94
1972,1,27,413.37
1972,1,28,384.78
1972,1,29,351.51
1972,1,30,317.01
1972,1,31,283.34
1972,2,1,251.99
1972,2,2,223.47
1972,2,3,197.79
1972,2,4,175.33
1972,2,5,155.87
1972,2,6,139.06
1972,2,7,124.23
1972,2,8,111.65
1972,2,9,100.83
1972,2,10,91.65
1972,2,11,84.1
1972,2,12,78.14
1972,2,13,73.3
1972,2,14,69.35
1972,2,15,66.18
1972,2,16,63.35
1972,2,17,60.79
1972,2,18,58.29
1972,2,19,56.66
1972,2,20,55.76
